Wavenumber,Transmittance
4000.0,91.2400312430691
3998.9997221450403,91.213340652216
3997.9994442900806,91.18962142857492
3996.999166435121,91.32212156674944
3995.9988885801613,91.1524811970769
3994.9986107252016,91.29457342808024
3993.998332870242,91.20338809118846
3992.998055015282,91.17558986675584
3991.997777160322,91.2832452755888
3990.9974993053625,91.21481902351962
3989.997221450403,91.31034920614923
3988.996943595443,91.17842362889218
3987.9966657404834,91.2367770674407
3986.9963878855237,91.17402108555558
3985.996110030564,91.1760538275006
3984.9958321756044,91.1830026778918
3983.9955543206447,91.22345443181712
3982.995276465685,91.16429493249763
3981.9949986107254,91.10235232700381
3980.9947207557657,91.24097162120182
3979.9944429008056,91.2517462166727
3978.994165045846,91.18402924823482
3977.993887190886,91.3371856088869
3976.9936093359265,91.26396929124047
3975.993331480967,91.25891132727293
3974.993053626007,91.30402734837872
3973.9927757710475,91.16131880193745
3972.992497916088,91.19118946830889
3971.992220061128,91.28420253049148
3970.9919422061685,91.12214785303837
3969.991664351209,91.2415902782817
3968.991386496249,91.14049564591295
3967.9911086412894,91.21213965714014
3966.9908307863298,91.1353874511031
3965.9905529313696,91.20425490451782
3964.99027507641,91.18016874560311
3963.9899972214503,91.26696963009931
3962.9897193664906,91.22871831675917
3961.989441511531,91.1674146916838
3960.9891636565712,91.12112111687355
3959.9888858016116,91.32947031920821
3958.988607946652,91.16685365260975
3957.988330091692,91.30357322337852
3956.9880522367325,91.17232354183847
3955.987774381773,91.18199789028199
3954.987496526813,91.13481111891502
3953.9872186718535,91.30995855504932
3952.9869408168934,91.26572589814367
3951.9866629619337,91.22333678845371
3950.986385106974,91.08960615088637
3949.9861072520143,91.23426605569023
3948.9858293970547,91.23467583417136
3947.985551542095,91.07937274479832
3946.9852736871353,91.16370016459318
3945.9849958321756,91.15684208214577
3944.984717977216,91.09327398115482
3943.9844401222563,91.15843528877076
3942.9841622672966,91.13945114192965
3941.983884412337,91.1858254263999
3940.9836065573772,91.22049681035054
3939.983328702417,91.11860659567242
3938.9830508474574,91.12563652351452
3937.9827729924978,91.22549496378122
3936.982495137538,91.19140950870423
3935.9822172825784,91.16990460925808
3934.9819394276187,91.22342312158509
3933.981661572659,91.10396534589893
3932.9813837176994,91.1643154585567
3931.9811058627397,91.14793494038827
3930.98082800778,91.0323259425532
3929.9805501528203,91.17820789391486
3928.9802722978607,91.10667548315331
3927.979994442901,91.23740000245243
3926.979716587941,91.14263213537134
3925.979438732981,91.1866092304591
3924.9791608780215,91.09991203600742
3923.978883023062,91.26252629172609
3922.978605168102,91.21252595993661
3921.9783273131425,91.1933810726399
3920.978049458183,91.23856860185714
3919.977771603223,91.26422577281573
3918.9774937482634,91.12879091971064
3917.9772158933038,91.24122137654432
3916.976938038344,91.10897442314985
3915.9766601833844,91.24105548362809
3914.9763823284247,91.2145358312128
3913.976104473465,91.10369912233534
3912.975826618505,91.23222747822973
3911.9755487635452,91.18319096053119
3910.9752709085856,91.1467805226751
3909.974993053626,91.14552392641883
3908.974715198666,91.07530392960864
3907.9744373437065,91.11941401756008
3906.974159488747,91.21277157596302
3905.973881633787,91.21984168455344
3904.9736037788275,91.05400958019997
3903.973325923868,91.23580287019831
3902.973048068908,91.16664933086832
3901.9727702139485,91.14206273740967
3900.972492358989,91.09205629381579
3899.9722145040287,91.11524106527327
3898.971936649069,91.17682136191985
3897.9716587941093,91.078332890257
3896.9713809391496,91.13192200265591
3895.97110308419,91.10121981548264
3894.9708252292303,91.10428250124215
3893.9705473742706,91.14105184063203
3892.970269519311,91.19568422057903
3891.9699916643513,91.19407802911131
3890.9697138093916,91.12114054944374
3889.969435954432,91.22742031334326
3888.969158099472,91.2556205886487
3887.9688802445125,91.20839230939872
3886.968602389553,91.2180469778321
3885.9683245345927,91.2109458201927
3884.968046679633,91.1550594016748
3883.9677688246734,91.10486136174426
3882.9674909697137,91.25264349055493
3881.967213114754,91.18788000793563
3880.9669352597944,91.16265604058998
3879.9666574048347,91.14472872950272
3878.966379549875,91.2320267132439
3877.9661016949153,91.1602781541543
3876.9658238399556,91.16474058281887
